,post_username,post_ID,post_comment,message_ID,sentiment,DatetimeSG,Hour,Dayofweek,wordcount,mean,vNegTerms,negTerms,posTerms,vPosTerms
729,Lakshimi Manickam,1.02E+16,"3 reasons why JustGrab is awesome:  1. The upfront fares are 10% cheaper than grabcars. (Can save money bcos cheaper alternative)  2.Bring up to 3 pax along for the ride (which is great bcos i enjoy to ride a private car with my friends with a lesser fare)  3. Faster rides with a fleet of 50,000 taxis and cars (able to get a booking secured faster & lesser waiting time)  Hope to be one of the lucky winners! Thank u, Grab for being an efficient tool in my life. Travelling has been easier with ur service being around. Cheers & good luck to all! (:",3707,positive,7/21/2017 10:47,10,5,105,2.307692308,0,1,10,1
730,Nish Ronaldo,1.02E+16,"At least 10% cheaper than grabcar, so I can save!  Bring up to 4 pax along with you on your ride, so I can travel w my family hassle free.  Get a ride faster with a fleet of over 50,000 taxis and cars, making it easier to find a mode of transport!",3686,positive,7/20/2017 19:05,19,4,52,1.666666667,0,0,2,0
731,Tan Huiling,1.66E+15,Three reasons why riding with JustGrab is SUPER DUPER AWESOMEE : 1. Upfront fixed fare YAY AWESOME 2. At least 10% cheaper than grabcar  3. Bring up to 4 pax along with me on my ride (I want to travel with my FAMILYYYYY ),3699,positive,7/21/2017 0:02,0,5,44,3.333333333,0,0,2,2
732,Darrell Paul Tan,1.02E+16,"3 reasons why JustGrab is awesome:  1. Upfront fixed fares 2.Bring up to 4 pax along for the ride 3. Faster rides with a fleet of 50,000 taxis and cars",3698,positive,7/20/2017 21:36,21,4,30,4,0,0,0,1
733,Mervyn Jui Meng Tan,1.14E+15,"1. A minimum of 10% lesser fare for JustGrab over a booking of a GrabCar. 2. Hopefully secure a faster JustGrab booking match due to access to Grab's combined fleet of over 50,000 Grab cars and taxis from every taxi company except ComfortDelGro. 3. Seating capacity of ""5"" riders per JustGrab booking. Because as your GIF displayed, ""Bring up to 4 pax with you on your ride."" So 5.  Although it's actually ""up to 3 pax with you"" in reality. Nice try to fool us or was it pure carelessness as per normal, on the part of your marketing team again? ",3694,positive,7/20/2017 20:26,20,4,102,1.5,0,1,2,1
734,Woan Ting,1.02E+16,"The 3 reasons to ride with JustGrab:  1) At least 10% cheaper than GrabCar!  2) Upfront fixed fares (this is awesome, so I don't get slapped with hidden cost)  3) Get a ride faster with a fleet of over 50,000 taxis and cars (so I don't have to wait eons for a ride)  Liked and shared! Yay to more Grab rides!! ;)",3702,positive,7/21/2017 1:12,1,5,62,2.428571429,0,1,2,2
735,Aloy Sius,1.02E+16,"1.10% cheaper than GrabCar. If you use JustGrab often, you actually save a lot overtime!  2. Bring up to 3pax along with you on your ride. More friends means cheaper rides and more fun! 3. Get a ride faster with a fleet of over 50,000 taxis and cars. Save some time and get to your destination faster!",3690,positive,7/20/2017 19:23,19,4,57,2.666666667,0,0,2,1
736,Natasha Sally,1.02E+16, At least 10% cheaper than GrabCar  and all the uncle taxi driver still can have their job back    Upfront fixed fares  good for the health. my heart beating normal even when there is a traffic jam    Bring up to 4 pax along with you on your ride!  perfect for double date ,3706,positive,7/21/2017 9:43,9,5,53,1.666666667,0,1,2,0
737,Wen Wen,1.02E+16,"3 reasons why JustGrab is awesome:  1. Upfront fixed fares ( which is great cos u know how much the fare is gonna cost, excluding ERPs )  2.Bring up to 4 pax along for the ride ( which is great cos I can jio more friends!)  3. Faster rides with a fleet of 50,000 taxis and cars (which is great as it means lesser waiting time!)",3696,positive,7/20/2017 20:47,20,4,66,2.5,0,1,3,1
738,Sharon Kang,1.02E+16,"Just so you know, JustGrab is 10% cheaper than GrabCar and you will get a ride faster because 50,000 cars and taxis are there for you! Upfront fixed fare (exclude erp charges) Good things shall be shared with friends! Toh Teck Lee Pei LingPeishan Neo",3689,positive,7/20/2017 19:19,19,4,45,1.333333333,0,1,2,0
739,Yuman Liu,1.02E+16,"3 reasons to ride with JustGrab:  1) At least 10% cheaper than GrabCar! (Save my money!) 2) Upfront fixed fares (no additional surprise cost!)  3) Get your ride faster with a fleet of over 50,000 taxis and cars (more choices! More availability!)  Liked & shared!",3705,positive,7/21/2017 6:40,6,5,45,1.5,0,1,3,0
740,Joseph Lee,1.02E+16,"1) Upfront fixed fare 2)Get a ride faster with a fleet of over 50,000 taxis and cars 3)A minimum of 10% lesser fare for JustGrab over a booking of a GrabCar",3688,positive,7/20/2017 19:13,19,4,31,0,0,0,0,0
741,Neeraj Bindal,1.58E+15,"1. At least 10% cheaper than GrabCar  Your Trip is converted to a saving scheme  2. Upfront fixed fares  What you see is what you pay.. No more surprises due to heavy traffic, longer route, extra charges etc. just chill and take a nap   3. Bring up to 4 pax along with you on your ride!  Happy Family travels together, grab is there to make our family happy that also without any extra burden on the pocket. Relax and Enjoy Family Trip.",3708,positive,7/22/2017 0:13,0,6,82,1,0,2,3,0
742,Norman Jalal,1.02E+16,"Grab is SUPER AWESOME !  1) At least 10% cheaper. So that means I can use it to get more meals.  2) We can get a ride faster with a fleet of over 50,000 taxis and cars! ...And I don't have to bother abt finding parking spaces.   3) We can get upfront fixed fares. It is definitely wayyyy cheaper than the rate of owning a car and ""abandon"" it at yr residential parking lot or workplace for display.",3692,positive,7/20/2017 19:43,19,4,78,2.25,0,2,1,1
743,Fion Teo,1.02E+16,"Answer: 1) JustGrab is at least 10% cheaper than GrabCar .  2) We can get a ride faster with a fleet of over 50,000 taxis and cars! .   3) We can get upfront fixed fares. NO nasty surprise  Hoping to win it for the family to enjoy it and gladly liked and shared!!  May the odds be ever in our favour.   Thank you Grab for this awesome giveaway!    <3   Liked & Shared!  ",3701,positive,7/21/2017 0:14,0,5,73,1.909090909,0,2,7,2
744,Petrina Ng,1.02E+16," Liked and Shared with all my friends! Because everyon deserves to know how great JustGrab is!  1) It is at least 10% cheaper than GrabCar! :D :D  2) We can get a ride faster with a fleet of over 50,000 taxis and cars!  3) We get upfront fixed fares! (so we don't get unpleasant surprises!!)  I  JustGrab!! :D Thank you for coming up up with it!",3687,positive,7/20/2017 19:12,19,4,67,2,0,0,4,0
745,Amber Khoo,1.02E+16,"Answer: 1) At least 10% cheaper than grabcar (that's doesn't include my Promo Code) 2) Bring up to 4 pax along with you on your ride (so friends can share the fare even more cheaper than bus for short distance! and can travel with my family)  3) Faster ride with their feet of over 50,000 taxis and cars!",3709,positive,7/22/2017 5:33,5,6,58,1,0,0,1,0
746,Frau Pearl,1.02E+16,"Reasons for taking JustGrab:  1) at least 10% cheaper than grabcar Cost saving and along with promo codes, it would be such a great alternative to select for!  2) upfront fixed fare Conventional taxi sometimes take the longer route and thus cost more. Having a fixed fare system improves the efficiency level of drivers! We don't have to worry about being taken for a joy ride anymore!  3) bring up to 4 pax along for the ride Ideal for a family of 3 to 4 as well! In fact, sometimes taking justgrab is cheaper than a family of 4 taking public transport (depends on the distance)",3695,positive,7/20/2017 20:32,20,4,106,1.4,0,1,4,0
747,Yeuu Ahnn Tan,1.02E+16,"10% cheaper than Grabcar which makes it more awesome! More savings = More trips we can ride!  Get a ride faster with a fleet of over 50,000 taxis and cars, save the hassle of long waiting time especially when i'm in a rush!  Get upfront fixed fares so ",3703,positive,7/21/2017 2:53,2,5,49,2,0,1,1,1
748,Derrick Foo,1.02E+16,"10% cheaper than GrabCar, upfront fixed fares, up to 4 ppl in every ride, ride faster with a fleet of over 50k taxis & cars. 4 awesome reasons though... so will I get more than $50 worth of credits? ;)",3691,positive,7/20/2017 19:25,19,4,40,3.333333333,0,0,1,1
749,Jasmine Gjminn,1.79E+15,1. At least 10% cheaper than Grab Car. 2. Upfront fixed fare. 3. Bring up to 4 pax along with you on your ride. All 3 reasons above are enough to make JustGrab an attractive option for a fussfree & convenient journey to our desired destination! ,3704,positive,7/21/2017 6:09,6,5,47,2,0,0,1,0
750,Jeremy Cheng,1.02E+16,My ride got cancelled twice and I had to pay cancellation fee. I have written in and it has been 2 days. This has happened constantly and no grab staff seems to be replying to my email.,3720,neutral,7/19/2017 23:41,23,3,37,-0.5,0,2,0,0
751,Lim Kang Wei Wynn,1.02E+16,"why the promo stop working. its still within the period and i didnt take any rides today. its 10.15pm now. i worked 30 mins ago but i didnt book,i just tried it first",3723,neutral,7/20/2017 7:14,7,4,33,-1,0,1,0,0
752,Ioil Lee,8.59E+14,"grab  what is the advantage of being a platinum member? We got unattractive discount. While lower tier members are getting 4CREDITS, 5CREDITS, platinum members are only entitled to $6off 2nd ride. Last week it was like this and this week too! I would",3735,negative,7/23/2017 18:55,18,0,43,1,0,0,2,0
753,Iberly Ger,1.02E+16,"Dear grab, I top up my $30 credits and was able to use the 7credits on my second ride.  However I am not able to use ur 4credits and 5credits code.  Why is this so.",3728,neutral,7/21/2017 5:52,5,5,35,2,0,0,2,0
754,Emily Tan,1.02E+16,I am still waiting for someone to get back to me regarding my issue. I have sent countless emails and called in countless times. It's been close to a month and my issue is still not solved.,3725,neutral,7/20/2017 16:15,16,4,37,-0.5,0,1,1,0
755,Bee Bee Tan,1.66E+15,"I find that it's ridiculous that the minimum top up is $10. As my $ credit left in my account isn't enough for me to grab to work and if i top up i will have to keep on topping up. I wouldn't mind that, however it has been ridiculously tough to find any driver lately due to the high demand.",3722,neutral,7/20/2017 3:11,3,4,61,0,0,2,2,0
756,Eileen Tan,1.81E+15,"Really  dun understand  why for the  next week  pro topup Pro  some people get topup $20 get $5 off,  some people get  $30 topup  get $4  off?  Should give the  same Pro  right  ? Pls  do  The  same Pro for  everyone.  Thanks very much  . Uber  is always do  the same pro for everyone",3734,neutral,7/22/2017 0:39,0,6,54,2,0,0,2,0
757,Phoebe Lok,1.02E+16,"what is wrong with grab GPS recently? Keep directing drivers with longer route with more ERP charges. No use even if i wrote in and feedback, all i get is some standard pre draft reply",3732,neutral,7/21/2017 19:07,19,5,35,-1,0,2,0,0
758,Kl Sim,1.02E+16,Same here. Topped up 30dlrs but not able to use the 5 dlr promo. Highly suspicious of the 7 dlrs promo for the second trip because the price surge will basically erode the valuen of the promo.,3729,neutral,7/21/2017 8:11,8,5,37,-2,0,1,0,0
759,Lukas Hoo Wei Xun,7.33E+14,Something wrong with your system I top up $30 and I cannot use your promo?,3726,neutral,7/20/2017 16:16,16,4,15,0,0,1,1,0
760,ChorHeng Tan,1.02E+16,"I booked a GrabCar in Bangkok on the 15th July 2017. I selected card payment and my card was declined. Therefore, I paid my driver 154 baht in cash and selected 'continue with cash' on the grabpay page on my app. but when i select grabpay i still see that page.",3717,neutral,7/19/2017 10:49,10,3,51,0,0,0,0,0
761,Jack Tan,1.02E+16,"Hi, can somebody respond to request ticket no. 21314115? It's been 4 working days and there is no response. What kind of customer service is this???",3730,negative,7/21/2017 9:51,9,5,26,0.5,0,2,1,0
762,Chermine Guay,1.02E+16,"Made a booking at 6.07pm and the estimated waiting time was supposed to be 5mins. After 10 mins, I tried contacting the driver but there was no response from him. At 6.23pm, driver cancelled on my booking but the price has already gone up from $11 to $16? Driver should have informed earlier that he wasn't able to make it so that I could cancel and make another booking. Now, there are no drivers available and the price has increased so much. Have written several feedbacks to grab before but the replies are ALWAYS similar  you are apologetic etc etc but no actions taken. Sometimes I do not even get a reply.",3727,negative,7/21/2017 3:45,3,5,112,-0.75,0,6,1,0
763,Nicole Yeap,1.02E+16,"Am disappointed that the driver imposed $3 charge,  claiming this is a company policy that the fee of $3 will be charged due to passenger late for 5 minutes.  Firstly,  your driver stop and the block next to my block,  I have to walk over to find him.  Secondly,  didnt I have to wait for the lift?  There is only one lift working.  Fine.  U can have the $3. Just that I am very disappointed.  Like how I am disappointed with uber.",3724,negative,7/20/2017 15:58,15,4,82,-0.8,0,7,1,0
764,Faizal Fila,1.68E+15,I have  been trying to top up my grab wallet for a week now but still unsuccessful. Can u tell me whats the problem?Its really getting on my nerves.,3721,negative,7/20/2017 1:24,1,4,29,-0.333333333,0,1,1,0
765,Cathy Pang,1.64E+15,"I am still waiting for your reply to my PM with regards to my 4CREDITS not applied and I was charged full fare.  I had previously email to your CSO and was given only a canned reply and with all audacity to ask for me to rate the service which is nonexistent.  Please check your inbox. Thanks.  Note: All past codes have been applied properly, which Grab should be duly commended for, but this isolated case is painting a bad light on you.  The case has been pending for 3 days already.",3716,negative,7/19/2017 10:28,10,3,92,-0.142857143,0,3,3,0
766,Terry Lim,1.02E+16,"Grab I had reported a case where my driver charged me for unnecessary toll. Sent out a few emails to your support for the past 2 weeka, however to no reply.",3715,neutral,7/19/2017 10:24,10,3,31,1,0,1,1,0
767,Miiraa Miiraa,1.66E+15,"Bad customer service.  I was charged additional fees eventho the driver passed by the gantry before i was onboard.  Emailed , but the staff who attended to my complains(natasha) doesnt help. Not the first time facing this erp issue.",3714,negative,7/19/2017 8:58,8,3,39,-0.75,0,1,1,0
